1、您的性别？,2、您的年龄？,3、您是否了解预制菜？,4、平时就餐您更倾向于选择哪种？,5、您上一题选择此答案的原因是,6、您食用开封后就能吃的即食食品的频率？,7、您食用加热后就能吃的即热食品的频率？,8、您食用还需下锅烹饪才能吃的即烹食品的频率？,9、您购买切好清洗好的肉或蔬菜这种即配食品的频率？,10、预制菜作为近年来餐饮行业发展的一种形式，您能接受的价格为多少？,11、您更倾向通过何种方式购买预制菜,12、如果您选择购买预制菜作为您的正餐，会更注重品牌吗？,13、您听说过或购买过哪些预制菜的品牌？,14、针对预制菜的发展，您认为以下哪个问题急需要被改善或者解决？,15、预制菜的未来还需时间的检验，请您就预制菜的发展提出宝贵的意见和建议。
女,26-35岁,了解,打包自提|预制菜|买菜做饭,价格实惠|口味多样|干净卫生,几乎每天,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元|30-40元,生鲜超市|电商平台|熟食店,会，大品牌放心可靠。,正大|自嗨锅|海底捞,价格问题|菜品种类问题|食品安全问题|购买配送问题,提高质量开发新品种加大宣传
女,26-35岁,不了解,堂食,价格实惠,约一个礼拜一次,几乎每天,几乎每天,约一个月一次,10-20元,生鲜超市,不会，更注重口味。,知味观,价格问题,没有
男,18-25岁,不了解,打包自提|预制菜,干净卫生|地点上方便|时间上便捷,几乎不,约一个月一次,约一个月一次,几乎每天,10-20元,电商平台,会，大品牌放心可靠。,正大|自嗨锅|西贝,菜品种类问题|食品安全问题,我在爱调研做了3份问卷，拿到20元现金报酬。随时都有新问卷，积分一键兑现金！https://www.idiaoyan.com/NewPersonCenter?inviter=620fb87d1b24255a87eaf49d
女,26-35岁,了解,堂食|预制菜,干净卫生,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,30-40元,生鲜超市,会，大品牌放心可靠。,自嗨锅|西贝,食品安全问题,我没有什么好建议
女,18-25岁,不了解,堂食|外卖,口味多样|干净卫生,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,10-20元|20-30元,电商平台|熟食店,不会，更注重口味。,自嗨锅|海底捞,价格问题|食品安全问题|购买配送问题,无
男,18-25岁,了解,堂食|外卖|打包自提,价格实惠|口味多样|干净卫生|地点上方便|时间上便捷,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,30-40元,生鲜超市|电商平台|堂食门店|熟食店,会，大品牌放心可靠。,知味观|正大|自嗨锅|西贝|京东生鲜|海底捞,价格问题|菜品种类问题|食品安全问题|购买配送问题,食品安全
女,26-35岁,不了解,堂食|外卖|打包自提,价格实惠|口味多样|地点上方便,约一个礼拜一次,约一个月一次,几乎每天,几乎每天,20-30元,电商平台,会，大品牌放心可靠。,正大|自嗨锅|京东生鲜,价格问题|菜品种类问题|食品安全问题,无
男,26-35岁,不了解,外卖|预制菜,口味多样|干净卫生|地点上方便,约一个月一次,几乎每天,约一个礼拜一次,几乎每天,10-20元|20-30元,生鲜超市|熟食店,不会，更注重口味。,知味观|西贝,价格问题|菜品种类问题,哦哦
女,18-25岁,了解,外卖|打包自提|预制菜,口味多样|干净卫生,约一个月一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,电商平台|堂食门店|熟食店,会，大品牌放心可靠。,知味观|正大|自嗨锅|西贝,菜品种类问题|食品安全问题,暂无
男,26-35岁,了解,预制菜|买菜做饭,价格实惠|口味多样|干净卫生|时间上便捷,约一个礼拜一次,约一个礼拜一次,几乎每天,几乎不,10-20元|20-30元|30-40元,生鲜超市|电商平台|熟食店,会，大品牌放心可靠。,知味观|正大|自嗨锅|京东生鲜|海底捞,价格问题|菜品种类问题|食品安全问题,无
女,26-35岁,不了解,打包自提,干净卫生,约一个月一次,约一个月一次,几乎不,约一个月一次,30-40元,电商平台,会，大品牌放心可靠。,自嗨锅,价格问题,没有
女,36-45岁,不了解,外卖|打包自提|买菜做饭,口味多样|干净卫生,约一个礼拜一次,约一个月一次,约一个礼拜一次,约一个礼拜一次,30-40元,生鲜超市|电商平台|堂食门店,会，大品牌放心可靠。,自嗨锅|西贝,菜品种类问题|食品安全问题,无
女,26-35岁,不了解,买菜做饭,价格实惠|口味多样|干净卫生,几乎不,几乎不,几乎不,几乎不,10-20元,生鲜超市|堂食门店,会，大品牌放心可靠。,自嗨锅|京东生鲜|海底捞,价格问题|菜品种类问题|食品安全问题,无
女,36-45岁,不了解,打包自提|预制菜|买菜做饭,价格实惠|干净卫生,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元|30-40元,生鲜超市|电商平台|熟食店,会，大品牌放心可靠。,知味观|正大|自嗨锅|海底捞,价格问题|菜品种类问题|食品安全问题|购买配送问题,"购买配送问题,菜品种类问题,食品安全问题"
男,18-25岁,了解,堂食|外卖|买菜做饭|方便面类食物,价格实惠|口味多样|干净卫生,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,生鲜超市|电商平台,会，大品牌放心可靠。,正大|自嗨锅,价格问题|菜品种类问题|食品安全问题|购买配送问题,暂时没有想到
男,26-35岁,了解,外卖|打包自提,价格实惠|口味多样,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,几乎每天,10-20元,电商平台,会，大品牌放心可靠。,自嗨锅|京东生鲜,价格问题|菜品种类问题|食品安全问题,没有
男,26-35岁,了解,堂食|预制菜|买菜做饭,价格实惠|口味多样|干净卫生,约一个礼拜一次,几乎不,几乎每天,几乎每天,30-40元,生鲜超市|堂食门店,会，大品牌放心可靠。,正大|京东生鲜|海底捞,菜品种类问题|食品安全问题,多增加品种
男,26-35岁,了解,堂食|打包自提|预制菜|买菜做饭,价格实惠|干净卫生|地点上方便,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,30-40元,生鲜超市|电商平台,会，大品牌放心可靠。,知味观|正大|京东生鲜,菜品种类问题|食品安全问题,建议亲民价格些
女,18-25岁,不了解,堂食|打包自提|预制菜|买菜做饭,价格实惠|口味多样|干净卫生|地点上方便,约一个礼拜一次,约一个礼拜一次,几乎每天,约一个礼拜一次,20-30元,生鲜超市|电商平台,不会，更注重口味。,正大|自嗨锅|京东生鲜|海底捞,价格问题|食品安全问题,没有建议和意见
女,26-35岁,了解,外卖|打包自提|预制菜|买菜做饭,价格实惠|时间上便捷,约一个礼拜一次,约一个月一次,约一个礼拜一次,约一个礼拜一次,10-20元,生鲜超市|电商平台,不会，更注重口味。,正大|自嗨锅|京东生鲜|海底捞,菜品种类问题|食品安全问题,增加预制菜的种类，保证质量，卫生安全
女,26-35岁,了解,堂食|预制菜|买菜做饭,价格实惠|口味多样|干净卫生|地点上方便|时间上便捷,约一个礼拜一次,约一个礼拜一次,几乎每天,约一个月一次,20-30元,生鲜超市|电商平台|堂食门店|熟食店,会，大品牌放心可靠。,知味观|自嗨锅|京东生鲜|海底捞,价格问题|食品安全问题|购买配送问题,无
女,26-35岁,了解,外卖|打包自提|预制菜|买菜做饭,价格实惠|口味多样|干净卫生|地点上方便,约一个礼拜一次,约一个礼拜一次,几乎每天,几乎每天,20-30元,电商平台|堂食门店|熟食店,会，大品牌放心可靠。,知味观|正大|自嗨锅|京东生鲜,价格问题|菜品种类问题|食品安全问题,其他其他其他
女,26-35岁,了解,堂食|预制菜|买菜做饭,干净卫生|时间上便捷,约一个月一次,约一个礼拜一次,几乎每天,约一个礼拜一次,20-30元|30-40元|40元及以上,生鲜超市|熟食店,会，大品牌放心可靠。,正大|海底捞,食品安全问题,希望预制菜新鲜卫生安全
女,18-25岁,了解,堂食|买菜做饭|方便面类食物,价格实惠|口味多样|地点上方便|时间上便捷,约一个礼拜一次,约一个礼拜一次,几乎每天,约一个礼拜一次,20-30元,生鲜超市|电商平台|堂食门店|熟食店,会，大品牌放心可靠。,正大|自嗨锅|西贝|京东生鲜|海底捞,价格问题|菜品种类问题|食品安全问题,无
女,26-35岁,了解,外卖|打包自提|预制菜|买菜做饭,价格实惠|干净卫生|地点上方便,约一个礼拜一次,约一个礼拜一次,约一个月一次,约一个月一次,20-30元,生鲜超市|电商平台|堂食门店,会，大品牌放心可靠。,正大|自嗨锅|海底捞,价格问题|菜品种类问题|食品安全问题,无
女,18-25岁,了解,外卖|打包自提,价格实惠|口味多样|干净卫生,约一个礼拜一次,几乎每天,约一个礼拜一次,约一个礼拜一次,10-20元,生鲜超市,会，大品牌放心可靠。,知味观|正大|自嗨锅|西贝,价格问题|菜品种类问题|食品安全问题|购买配送问题,无
女,18-25岁,了解,外卖,时间上便捷,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,堂食门店,会，大品牌放心可靠。,京东生鲜,菜品种类问题|食品安全问题,没有建议
女,26-35岁,了解,外卖|买菜做饭,价格实惠|口味多样,约一个月一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,生鲜超市|熟食店,会，大品牌放心可靠。,知味观|正大|京东生鲜|海底捞,价格问题|菜品种类问题|食品安全问题,无
男,18-25岁,了解,堂食|外卖|打包自提|预制菜,价格实惠|口味多样|干净卫生,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,10-20元|20-30元|30-40元,生鲜超市|电商平台|堂食门店,会，大品牌放心可靠。,知味观|正大|自嗨锅|西贝|京东生鲜|海底捞,价格问题|菜品种类问题|食品安全问题,没建议
女,26-35岁,了解,堂食|外卖|预制菜|买菜做饭,口味多样|干净卫生|时间上便捷,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,生鲜超市|电商平台|熟食店,会，大品牌放心可靠。,知味观|正大|自嗨锅|西贝|海底捞,菜品种类问题|食品安全问题,保证食材品质。
女,26-35岁,了解,买菜做饭,时间上便捷,约一个月一次,约一个月一次,约一个月一次,约一个月一次,10-20元,生鲜超市,不会，更注重口味。,海底捞,价格问题|菜品种类问题|食品安全问题,没有
女,26-35岁,不了解,方便面类食物,干净卫生,几乎不,几乎不,几乎不,几乎不,40元及以上,电商平台,不会，更注重口味。,正大,食品安全问题,独特
女,18-25岁,不了解,外卖|打包自提,价格实惠|口味多样,约一个月一次,约一个礼拜一次,约一个礼拜一次,约一个月一次,30-40元,电商平台,不会，更注重口味。,知味观,菜品种类问题|购买配送问题,没有
男,26-35岁,了解,外卖|打包自提|预制菜|买菜做饭|方便面类食物,价格实惠|口味多样|干净卫生|时间上便捷,约一个礼拜一次,几乎每天,几乎每天,约一个礼拜一次,10-20元|20-30元|30-40元,生鲜超市|熟食店,会，大品牌放心可靠。,知味观|正大|自嗨锅|京东生鲜|海底捞,食品安全问题|购买配送问题,有冷链和追溯系统会更放心
男,18-25岁,不了解,堂食|外卖,价格实惠|口味多样,约一个礼拜一次,约一个月一次,约一个礼拜一次,约一个礼拜一次,10-20元|20-30元,生鲜超市,会，大品牌放心可靠。,知味观|正大|西贝|海底捞,菜品种类问题|食品安全问题,无
女,18-25岁,了解,堂食|预制菜,口味多样|干净卫生,约一个礼拜一次,约一个礼拜一次,约一个月一次,几乎每天,20-30元,电商平台,会，大品牌放心可靠。,正大|自嗨锅,菜品种类问题,wy
男,18-25岁,不了解,堂食|外卖,价格实惠|地点上方便|时间上便捷,几乎每天,几乎每天,几乎每天,几乎每天,10-20元,生鲜超市|堂食门店,会，大品牌放心可靠。,知味观|自嗨锅|京东生鲜,价格问题|菜品种类问题|食品安全问题|购买配送问题,一定要确保食品安全
男,26-35岁,不了解,外卖|买菜做饭,价格实惠|干净卫生|地点上方便,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,几乎每天,10-20元,生鲜超市|堂食门店,会，大品牌放心可靠。,正大|京东生鲜|海底捞,价格问题|菜品种类问题|食品安全问题,大力支持
男,18-25岁,了解,堂食|外卖|打包自提|预制菜|买菜做饭|方便面类食物,价格实惠|口味多样|干净卫生,几乎每天,约一个礼拜一次,约一个月一次,约一个月一次,30-40元,生鲜超市,会，大品牌放心可靠。,知味观|正大|自嗨锅|西贝,价格问题|菜品种类问题|食品安全问题|购买配送问题,安全和卫生需要保证
男,18岁以下,了解,堂食|外卖|打包自提,价格实惠|口味多样,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,约一个礼拜一次,20-30元,生鲜超市,会，大品牌放心可靠。,自嗨锅|京东生鲜|海底捞,菜品种类问题,无
女,26-35岁,了解,外卖|预制菜|买菜做饭|方便面类食物,口味多样|时间上便捷,几乎不,几乎不,几乎不,几乎不,30-40元,生鲜超市,不会，更注重口味。,正大|自嗨锅|西贝|京东生鲜|海底捞,菜品种类问题|食品安全问题,丰富菜品，注重食品安全
女,26-35岁,了解,预制菜|买菜做饭|方便面类食物,价格实惠|干净卫生|地点上方便|时间上便捷,几乎每天,几乎每天,几乎每天,几乎每天,30-40元,生鲜超市|熟食店,会，大品牌放心可靠。,正大,食品安全问题,方便快捷很好
女,18-25岁,了解,外卖,价格实惠,约一个礼拜一次,几乎每天,约一个月一次,约一个礼拜一次,30-40元,电商平台,会，大品牌放心可靠。,正大,菜品种类问题,/
女,18-25岁,了解,外卖|买菜做饭,口味多样|地点上方便,约一个礼拜一次,约一个礼拜一次,约一个月一次,约一个礼拜一次,10-20元|30-40元,电商平台,会，大品牌放心可靠。,正大|京东生鲜,菜品种类问题|食品安全问题,无
女,26-35岁,了解,堂食|外卖|打包自提|预制菜|买菜做饭|方便面类食物,价格实惠|口味多样|干净卫生|地点上方便,约一个礼拜一次,约一个月一次,约一个礼拜一次,约一个礼拜一次,10-20元|20-30元|30-40元|40元及以上,生鲜超市|堂食门店|熟食店,会，大品牌放心可靠。,知味观|自嗨锅|京东生鲜|海底捞,菜品种类问题|购买配送问题,没有
女,26-35岁,不了解,打包自提,时间上便捷,约一个月一次,约一个月一次,几乎不,约一个月一次,40元及以上,堂食门店,不会，更注重口味。,西贝,食品安全问题,没有
女,26-35岁,不了解,方便面类食物,价格实惠|时间上便捷,约一个礼拜一次,几乎不,约一个礼拜一次,约一个礼拜一次,40元及以上,电商平台,不会，更注重口味。,知味观,菜品种类问题,没有
女,18岁以下,了解,预制菜,干净卫生,约一个月一次,约一个月一次,约一个月一次,几乎每天,10-20元,电商平台,不会，更注重口味。,西贝,菜品种类问题,没有
